company_name,stock_symbol,legal_name,address,city,state,zipcode,area_code,ABI,primary_SIC_code,SIC6_description,primary_NAICS_code,NAICS8_description,parent_company_ABI,classification,unique_id,parent_company_unique_id
KOSMOS ENERGY,KOS,Kosmos Energy Ltd,,,,,,,,,,,,f,412517c8-9542-4510-9391-1dd7d18b0698,
KRAKATAU STEEL (PERSERO),KRAS,PT Krakatau Steel (Persero) Tbk,,,,,,,,,,,,f,2a7f3cf1-debc-44f4-8dc3-5af259933154,
KS ENERGY,578,KS Energy Ltd,,,,,,,,,,,,f,bb6f34e2-5b26-46cf-a585-f3bbf8a75813,
KUNLUN ENERGY,135,昆仑能源有限公司,,,,,,,,,,,,f,3fd8f1e3-76fb-47ce-a2df-b981b53d378c,
KYUSHU ELECTRIC POWER CORPORATION,9508,九州電力株式会社,,,,,,,,,,,,f,d2312184-b76d-4028-9317-5098578d0d8e,
LA FRANCAISE DE L'ENERGIE,FDE,La Francaise de l'Energie,,,,,,,,,,,,f,91c59bc5-8273-44b0-af64-63a27d64e121,
LAFARGE AFRICA,WAPCO,Lafarge Africa PLC,,,,,,,,,,,,f,2829ed02-6c32-4d9f-8354-fef372fc0e56,
LANKA IOC,LIOC.N0000,Lanka IOC PLC,,,,,,,,,,,,f,3ec32796-d2c1-4b83-8d5a-4649473bcfd6,
LAPIDOTH CAPITAL,LAPD,לפידות קפיטל בע''מ,,,,,,,,,,,,f,78c6dded-0c9c-4677-8dbe-3f58138edc07,
LEE & MAN PAPER MFG,2314,理文造纸有限公司,,,,,,,,,,,,f,a31f66e7-b0e9-4847-8260-ca3d0c919671,
LIBERTY ENERGY,LBRT,Liberty Energy Inc,,,,,,,,,,,,f,dbce2305-5fe6-4deb-90ab-ef55007c2021,
LNG ENERGY GROUP,LNGE,LNG Energy Group Corp,,,,,,,,,,,,f,33994ab7-36c0-4e4b-aab1-b92e75974723,
LOGAN ENERGY,LGN,Logan energy corp,,,,,,,,,,,,f,4331f091-9c6d-48ba-a98f-0a1afb66e801,
LOPEZ HOLDINGS,LPZ,Lopez Holdings Corp,,,,,,,,,,,,f,175ace7f-1fa7-4e59-9586-7ac5c0c920d9,
LUCERO ENERGY,LOU,Lucero Energy Corp,,,,,,,,,,,,f,bbf14172-ead7-489e-b0fc-9cea82ed4da9,
LUKOIL,LKOH,ПАО ЛУКОЙЛ,,,,,,,,,,,,f,55c70a30-45bc-4002-b32f-c9df5c4237d7,
MACH NATURAL RESOURCES,MNR,Mach Natural Resources,,,,,,,,,,,,f,65becf41-4681-48c2-a88a-7c934098b36e,
MAGNOLIA OIL & GAS,MGY,Magnolia Oil & Gas Corp,,,,,,,,,,,,f,ed4ae8ff-c7ec-4ea5-b1c3-9508101e8443,
MAHA ENERGY,MAHA A,Maha Energy AB,,,,,,,,,,,,f,54b86145-8edc-438a-906e-0994b2bdfb00,
MALAKOFF CORPORATION,5264,Malakoff Corp Bhd,,,,,,,,,,,,f,781a9d0d-7e1d-46a1-8815-3e74756f2e09,
MALAYSIA MARINE,5186,Malaysia Marine and Heavy Engineering Holdings Bhd,,,,,,,,,,,,f,b7c5cbc5-ee1d-41a7-ae81-f43152e1a4f0,
MANGALORE REFINERY,500109,Mangalore Refinery and Petrochemicals Ltd,,,,,,,,,,,,f,e8a7aee4-a1f8-4cc1-a26c-11af157b1d1a,
MANILA ELECTRIC,MER,Manila Electric Co,,,,,,,,,,,,f,651420f3-4c59-47d5-891e-9063f8f3a723,
MARATHON OIL,MRO,Marathon Oil Corp,,,,,,,,,,,,f,90e52a7c-2ee9-40a6-916a-bc5b8c6d3e94,
MARATHON PETROLEUM,MPC,Marathon Petroleum Corp,,,,,,,,,,,,f,a4d0f37f-3c71-4bf5-bce9-6ffe41f182b9,
MARI PETROLEUM CORPORATION,MARI,Mari Petroleum Co Ltd,,,,,,,,,,,,f,26116dfb-72e2-40c0-b4bd-98bb060307f7,
MARINE PETROLEUM TRUST,MARPS,Marine Petroleum Trust,,,,,,,,,,,,f,3115e1d6-03ba-43c0-8065-82cf86f17281,
MARTIN MIDSTREAM PARTNERS,MMLP,Martin Midstream Partners LP,,,,,,,,,,,,f,60aa7177-03c0-4899-b3f1-0010d5ec6d51,
MARUBENI,8002,丸紅株式会社,,,,,,,,,,,,f,e7292b17-b300-43bc-a5b7-47a707f0604e,
MATADOR RESOURCES,MTDR,Matador Resources Co,,,,,,,,,,,,f,c79bebcd-745a-48ff-9961-1e9035267b80,
MATTR,MATR,Mattr Corp,,,,,,,,,,,,f,c4a90804-ecb3-4e5b-8465-e13876acfdf7,
MAXIM POWER,MXG,Maxim Power Corp,,,,,,,,,,,,f,a21c611d-33df-400f-850a-4196dade9412,
MCCOY GLOBAL,MCB,McCoy Global Inc,,,,,,,,,,,,f,c364417e-b128-4dc8-abf2-c4e125a05b05,
MDU RESOURCES GR,MDU,MDU Resources Group Inc,,,,,,,,,,,,f,55d5ec58-3913-4aa9-8b79-30f5cc0773f4,
MEDCO ENERGI,MEDC,PT Medco Energi Internasional Tbk,,,,,,,,,,,,f,82423d78-b880-4554-bb33-7aec2b71e91d,
MEG ENERGY,MEG,MEG Energy Corp,,,,,,,,,,,,f,40ff20a0-9ebc-4113-bbeb-c08a093e4cd3,
MEGHNA PETROLEUM,MPETROLEUM,Meghna Petroleum Ltd,,,,,,,,,,,,f,4cb49cbf-e103-4c2a-a85b-58c29586ead9,
MELBANA ENERGY,MAY,Melbana Energy Ltd,,,,,,,,,,,,f,74a48fe2-5986-4150-94c7-2f4afc03b02f,
MERMAID MARITIME,DU4,บริษัท เมอร์เมด มาริไทม์ จำกัด (มหาชน),,,,,,,,,,,,f,adff6a52-1b3f-4b3e-a539-94b3b2235f83,
MEXCO ENERGY,MXC,Mexco Energy Corp,,,,,,,,,,,,f,64f60918-80b2-46c2-b3cb-70b8559c129f,
MICHANG OIL IND,3650,미창석유공업(주),,,,,,,,,,,,f,3b814d1a-65c6-41c1-9ca4-e58b54bb22f9,
MIGDAL INSURANCE & FINL,MGDL,מגדל אחזקות ביטוח ופיננסים בע''מ,,,,,,,,,,,,f,2bb51739-3c29-43c0-ad17-a661cc22102b,
MINERAL RESOURCES,MIN,Mineral Resources Ltd,,,,,,,,,,,,f,c0af67ba-9146-4ffb-acb3-86e8c9fe2c24,
MINING & METALLURGICAL CORPORATION,GMKN,ПАО «ГМК «Норильский никель»,,,,,,,,,,,,f,73a0d8f3-5d54-482f-b05e-0c3b29aa011a,
MITSUBISHI,8058,三菱商事株式会社,,,,,,,,,,,,f,c3435b7c-fcd1-43bb-a964-d2b3b7c7d8fc,
MITSUBISHI HEAVY INDUS,7011,三菱重工業株式会社,,,,,,,,,,,,f,35f64ffe-3243-4157-bf32-924aa9dc983d,
MITSUI & CORPORATION,8031,三井物産株式会社,,,,,,,,,,,,f,45620ef8-be51-4c38-a938-8776cb49d822,
MITSUUROKO GROUP HOLDINGS,8131,株式会社ミツウロコグループホールディングス,,,,,,,,,,,,f,a1bcfbbe-7417-491e-af9c-97870aad3b52,
MIVTACH SHAMIR HOLDINGS,MISH,מבטח שמיר אחזקות בע''מ,,,,,,,,,,,,f,f407cee7-8d9c-4549-a5ca-701f176d9d70,
MODEC,6269,三井海洋開発株式会社,,,,,,,,,,,,f,24634bb2-e6c8-4573-8468-ca9493a59521,
MOL HUNGARIAN OIL AND GAS,MOL,MOL Hungarian Oil and Gas PLC,,,,,,,,,,,,f,cc0b5486-a1b6-48ea-92c5-39a0b5f1a406,
MOTA-ENGIL,EGL,Mota-Engil,,,,,,,,,,,,f,03000935-8131-4c2f-846a-e65321ee4141,
MOTOR OIL (HELLAS),MOH,ΜΟΤΟΡ ΟΪΛ (ΕΛΛΑΣ) ΔΙΥΛΙΣΤΗΡΙΑ ΚΟΡΙΝΘΟΥ ΑΕ,,,,,,,,,,,,f,d7454846-dcd9-466b-b091-96ca953c8965,
MPLX,MPLX,MPLX LP,,,,,,,,,,,,f,03251993-69ba-4845-8d44-0f4e8db62a03,
MRC GLOBAL,MRC,MRC Global Inc,,,,,,,,,,,,f,dfddd6c8-9bb5-4b8d-9e38-505cce0d3a9d,
MURPHY OIL,MUR,Murphy Oil Corp,,,,,,,,,,,,f,cbc8c272-6bcf-45a2-b790-54e3188433e3,
MYTILINEOS,MYTIL,ΜΥΤΙΛΗΝΑΙΟΣ Α.Ε. - ΟΜΙΛΟΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,,,,,,,,,,,,f,1e97ddf4-6367-48a5-91f0-4c992daca4ef,
NABORS INDUSTRIES,NBR,Nabors Industries Ltd,,,,,,,,,,,,f,315d58e0-2951-45e7-8c39-ff378c1bafe5,
NAN YA PLASTICS,1303,南亞塑膠工業股份有限公司,,,,,,,,,,,,f,cb87dfea-c733-4163-aa19-8c3d872f2279,
NANJING DEVELOP ADVANCED,688377,南京迪威尔高端制造股份有限公司,,,,,,,,,,,,f,022c1c4c-5cf2-4bb6-8734-e61686097da9,
NANJING TANKER,601975,中国长江航运集团南京油运股份有限公司,,,,,,,,,,,,f,e472afab-5727-434e-9ef9-6609356c594f,
NAPHTHA ISRAEL PETROLEUM,NFTA,נפטא חברה ישראלית לנפט בע''מ,,,,,,,,,,,,f,f8f0c9b6-79b4-4867-8737-d331623c0893,
NATIONAL ENERGY SERVICES,NESR,National Energy Services Reunited Corp,,,,,,,,,,,,f,1c967475-25a0-4e0d-a25e-11c0a9ce4a7a,
NATIONAL FUEL GAS,NFG,National Fuel Gas Co,,,,,,,,,,,,f,54f07384-717d-4bbc-b39a-8768e4fe960d,
NATIONAL GAS,2080,شركة الغاز والتصنيع الأهلية,,,,,,,,,,,,f,84098e9e-f77f-481a-abeb-804c81496112,
NATIONAL GRID,NG.,National Grid PLC,,,,,,,,,,,,f,2946e8b3-0138-4edc-9b37-770a23d99879,
NATURAL GAS SERVICES GR,NGS,Natural Gas Services Group Inc,,,,,,,,,,,,f,687a5385-e7ce-45cd-a2ec-8b4e45bc5144,
NATURELGAZ SANAYI VE,NTGAZ,NATURELGAZ SANAYI VE TICARET AS,,,,,,,,,,,,f,13ae8846-a22f-4204-b372-3223cd094e09,
NAVIGATOR HOLDINGS,NVGS,Navigator Holdings Ltd,,,,,,,,,,,,f,c300e68a-112c-4dc6-adf7-c0dccd2ac440,
NCS MULTISTAGE HOLDINGS,NCSM,NCS Multistage Holdings Inc,,,,,,,,,,,,f,c126ce9e-c359-4fd2-bb56-cf63eda3f6ac,
NESTE,NESTE,Neste Oyj,,,,,,,,,,,,f,98c5cc9c-f3bb-440a-b419-7ef91c68fb7f,
NEW FORTRESS ENERGY,NFE,New Fortress Energy Inc,,,,,,,,,,,,f,a03324da-0972-4255-b016-b9981d35f933,
NEW STRATUS ENERGY,NSE,New Stratus Energy Inc,,,,,,,,,,,,f,58ac0b60-5604-4252-a15b-d0b4f8465293,
NEWMED ENERGY,NWMD,NewMed Energy LP,,,,,,,,,,,,f,d36efa04-7981-4122-95da-f880428387b8,
NEWOCEAN ENERGY HOLDINGS,NE6,新海能源集团有限公司,,,,,,,,,,,,f,f449b5eb-aa59-4ab1-90dd-185fc23990a9,
NEWPARK RESOURCES,NR,Newpark Resources Inc,,,,,,,,,,,,f,2caee025-2060-4019-bd48-d061898b1245,
NEXTDECADE,NEXT,NextDecade Corp,,,,,,,,,,,,f,94e695ec-1df2-405e-9b1f-917a8b282f3a,
NEXTERA ENERGY,NEE,NextEra Energy Inc,,,,,,,,,,,,f,8e90972b-3472-4016-8883-c78bdce3f703,
NG ENERGY INTL,GASX,NG Energy International Corp,,,,,,,,,,,,f,922e2731-923e-43d6-8ecb-bfc6cb00650c,
NGL ENERGY PARTNERS,NGL,NGL Energy Partners LP,,,,,,,,,,,,f,767affa3-a18b-406f-8020-0320701142b1,
NINE DRAGONS PAPER,2689,玖龙纸业（控股）有限公司,,,,,,,,,,,,f,a58ac88e-98f2-4b48-bd8a-0c109c904735,
NINE ENERGY SERVICE,NINE,Nine Energy Service Inc,,,,,,,,,,,,f,3e5cfd76-bca3-4853-bed7-22506a1518b4,
NIPPON CONCEPT,9386,日本コンセプト株式会社,,,,,,,,,,,,f,186b0bbe-db3a-4388-9b68-45b6d7d3a4f3,
NISOURCE,NI,NiSource Inc,,,,,,,,,,,,f,fdb1ad5f-66b7-4d51-9861-c6916abd2417,
NOBLE CORPORATION,NE,Noble Corp PLC,,,,,,,,,,,,f,918382fa-c145-46e0-b8bc-2ed98323ce4b,
NORAM DRILLING,NORAM,Noram Drilling Company AS,,,,,,,,,,,,f,d4c912fd-a377-4468-b01c-4bf11e443c7b,
NORTH AMERICAN,NOA,North American Construction Group Ltd,,,,,,,,,,,,f,333aae60-17e2-4498-b075-3f4909d6935a,
NORTHERN OCEAN,NOL,Northern Ocean Ltd,,,,,,,,,,,,f,679468b4-8a8a-4910-9d82-8cf48cbf3f57,
NORTHERN OIL & GAS,NOG,Northern Oil & Gas Inc,,,,,,,,,,,,f,852511ff-300e-4f1d-9ff1-dff63109be15,
NOSTRUM OIL & GAS,NOG,Nostrum Oil & Gas PLC,,,,,,,,,,,,f,e8b801ec-fab7-427c-b742-bf09f1c083ee,
NOV,NOV,NOV Inc,,,,,,,,,,,,f,2992f107-db6e-4fac-822d-0cdec9c411e6,
NOVAGOLD RESOURCES,NG,Novagold Resources Inc,,,,,,,,,,,,f,c983fe38-fc52-47df-828d-01ef414c58f6,
NOVATEK,NVTK,пао НОВАТЭК,,,,,,,,,,,,f,f4023234-1109-4dfe-996d-e40d312d2023,
NUSTAR ENERGY,NS,NuStar Energy LP,,,,,,,,,,,,f,3f089027-5048-4917-88a3-cccd08493520,
NUVISTA ENERGY,NVA,NuVista Energy Ltd,,,,,,,,,,,,f,5e5dbf1e-41bc-4317-82b2-8fe6efc5649e,
NWF GROUP,NWF,NWF Group PLC,,,,,,,,,,,,f,38bbcdae-7178-4154-945b-45d5945e8f47,
OBSIDIAN ENERGY,OBE,Obsidian Energy Ltd,,,,,,,,,,,,f,1bfed2cc-26e3-4a98-b156-83ad02ccfb0d,
OCCIDENTAL PETROLEUM,OXY,Occidental Petroleum Corp,,,,,,,,,,,,f,22a589e9-f08e-4dbe-a731-d2c612cdcf7d,
OCEANEERING INTERNATIONAL,OII,Oceaneering International Inc,,,,,,,,,,,,f,72147423-1d06-46cc-8962-f20f1370d76c,
ODFJELL DRILLING,ODL,Odfjell Drilling Ltd,,,,,,,,,,,,f,94286a97-900a-42b3-99ec-b91d774c732a,
ODFJELL TECHNOLOGY,OTL,Odfjell Technology Ltd,,,,,,,,,,,,f,e69c019b-f0b5-403a-bd04-34ee55eb49b6,
OFFSHORE OIL ENG CORPORATION,600583,海洋石油工程股份有限公司,,,,,,,,,,,,f,4366149d-e142-48d0-b541-ae39f09c7d69,
OGK-2,OGKB,ОАО ОГК-2,,,,,,,,,,,,f,504f387b-f429-464f-886f-4ea319100b1d,
OIL & GAS DEVELOPMENT CORPORATION,OGDC,Oil & Gas Development Co Ltd,,,,,,,,,,,,f,520fb365-d81a-405e-8d74-d62273bb0be7,
OIL INDIA,533106,Oil India Ltd,,,,,,,,,,,,f,9a586918-9f01-4603-aa49-73e8d88d6e37,
OIL REFINERIES,ORL,בתי זקוק לנפט בע''מ,,,,,,,,,,,,f,5032f8e2-0c05-4452-8df8-e8a6204be6c5,
OIL STATES INTERNATIONAL,OIS,Oil States International Inc,,,,,,,,,,,,f,c2813962-f4d4-4b50-a0be-cd1934fc234e,
OKEA,OKEA,Okea ASA,,,,,,,,,,,,f,1af35bdf-9347-4c8b-ae31-dcb7ebd22c0d,
OMV,OMV,OMV AG,,,,,,,,,,,,f,efdb957a-053a-4115-9412-06c4f9a41484,
OMV PETROM,SNP,OMV Petrom SA,,,,,,,,,,,,f,03c11e89-b252-424f-855d-8a8de929efe0,
ONEOK,OKE,ONEOK Inc,,,,,,,,,,,,f,9a710d5a-b147-4f7a-84d5-126334961ca7,
ONGC,500312,Oil & Natural Gas Corp Ltd,,,,,,,,,,,,f,7337b14b-22b6-401c-85eb-4130ee7ce7e4,
OPC ENERGY,OPCE,או.פי.סי אנרגיה בע''מ,,,,,,,,,,,,f,6070cb77-fb44-45b4-88a1-a1f0b63e0fd4,
OQ GAS NETWORK COMPANY,OQGN,OQ Gas Network Company S A O G,,,,,,,,,,,,f,ff0d6eb2-becd-41e3-854c-960253d7303f,
ORGANIZACION TERPEL,TERPEL,Organizacion Terpel SA,,,,,,,,,,,,f,6942727e-3eac-4415-89a7-0f187506e631,
ORIENTAL ENERGY CORPORATION,2221,东华能源股份有限公司,,,,,,,,,,,,f,c9b1c075-8fda-4b39-9224-a6b449170700,
ORIGIN ENERGY,ORG,Origin Energy Ltd,,,,,,,,,,,,f,c538ba72-257f-42c9-af40-a736ae8c139b,
ORLEN,PKN,Orlen SA,,,,,,,,,,,,f,af58ef9c-eb8a-495c-a6ab-0ff5f693b0e8,
OSAKA GAS,9532,大阪瓦斯株式会社,,,,,,,,,,,,f,31c45b7a-8159-4417-9a56-15acd4fc908d,
OVERSEAS SHIPHOLDING GR,OSG,Overseas Shipholding Group Inc,,,,,,,,,,,,f,23ad8143-1085-4014-a602-e139a20b13fb,
OVINTIV,OVV,Ovintiv Inc,,,,,,,,,,,,f,42d57148-4267-4e93-97b3-666ab29192d5,
PADMA OIL CORPORATION,PADMAOIL,Padma Oil Co Ltd,,,,,,,,,,,,f,e231dc4e-5f4a-40c0-a339-d8c739711848,
PAKISTAN OILFIELDS,POL,Pakistan Oilfields Ltd,,,,,,,,,,,,f,289704b9-eb78-4699-ad2c-75951bd06f61,
PAKISTAN PETROLEUM,PPL,Pakistan Petroleum Ltd,,,,,,,,,,,,f,e5f1b4c9-4199-4923-ae3a-208b4555762a,
PAKISTAN REFINERY,PRL,Pakistan Refinery Ltd,,,,,,,,,,,,f,c1e3401f-fcc0-4b2c-a4c1-1913bfecb093,
PAKISTAN STATE OIL CORPORATION,PSO,Pakistan State Oil Co Ltd,,,,,,,,,,,,f,86daf06a-efb8-4067-9ed4-16c27f7fbd27,
PAMPA ENERGIA,PAMP,Pampa Energia SA,,,,,,,,,,,,f,5610d974-d53c-4b63-a270-c081f68dc1c3,
PANAMA PETROCHEM,524820,Panama Petrochem Ltd,,,,,,,,,,,,f,9fe4e863-dacf-4753-b194-dc0122232555,
PANORO ENERGY,PEN,Panoro Energy ASA,,,,,,,,,,,,f,722b1dce-ad5b-4839-8324-320e0bd82ec4,
PANTHEON RESOURCES,PANR,Pantheon Resources PLC,,,,,,,,,,,,f,dbef12b8-8b06-4cf2-a8f4-2eefebfd2783,
PAO SOVCOMFLOT,FLOT,PAO Sovcomflot,,,,,,,,,,,,f,f0b5c73d-460d-4caf-9c27-6e897d8601c9,
PAR PACIFIC HLDGS,PARR,Par Pacific Holdings Inc,,,,,,,,,,,,f,e324b13a-ce6b-4c86-b77b-b5a5a8dee8bb,
PARAMOUNT RESOURCES,POU,Paramount Resources Ltd,,,,,,,,,,,,f,8a15cbe8-81d5-4076-bcd6-9d760cf59c26,
PARDEE RESOURCES CORPORATION,PDER,Pardee Resources Co Inc,,,,,,,,,,,,f,3ad4908d-3338-4662-99ba-e8b525c7986b,
PAREX RESOURCES,PXT,Parex Resources Inc,,,,,,,,,,,,f,f32cfa6e-6504-4f68-b8b4-f38c5a60930d,
PARKER DRILLING,PKDC,Parker Drilling Co,,,,,,,,,,,,f,f065e81c-5581-424d-9dca-16a915ec1a76,
PARKLAND,PKI,Parkland Corp,,,,,,,,,,,,f,ad266f3a-7056-4275-b8f9-36d25cab471f,
PARTNERS GR HOLDING,PGHN,Partners Group Holding AG,,,,,,,,,,,,f,abfd6ea5-cc28-4b91-9ae6-556e79554e50,
PASON SYS,PSI,Pason Systems Inc,,,,,,,,,,,,f,7be6f2c3-4e75-4690-8157-3724c230da3c,
PATRIA INVESTMENTS,PAX,Patria Investments Ltd,,,,,,,,,,,,f,d65e4f70-5cac-4dde-806e-d59c82e04cfa,
PATTERSON-UTI ENERGY,PTEN,Patterson-UTI Energy Inc,,,,,,,,,,,,f,18544f25-e469-4039-9073-94b119954150,
PAZ OIL,PZOL,פז חברת הנפט בע''מ,,,,,,,,,,,,f,e9ff665c-29d9-4aef-be08-09bca154e8a4,
PBF ENERGY,PBF,PBF Energy Inc,,,,,,,,,,,,f,2281bd70-5e51-47e4-ace1-1004771bd160,
PEDEVCO,PED,PEDEVCO Corp,,,,,,,,,,,,f,4c3baf88-a034-4881-a8a2-d05139dc98a1,
PEMBINA PIPELINE,PPL,Pembina Pipeline Corp,,,,,,,,,,,,f,b94ebb7e-5012-47ce-a385-de32aaa592d2,
PERMIAN BASIN ROYALTY,PBT,Permian Basin Royalty Trust,,,,,,,,,,,,f,fd36dd0e-1eee-434f-afe0-75369ef24fb9,
PERMIAN RESOURCES,PR,Permian Resources Corp,,,,,,,,,,,,f,7adfadac-392c-46e8-9717-6c5b0975ea5c,
PERMROCK ROYALTY TRUST,PRT,PermRock Royalty Trust,,,,,,,,,,,,f,d693c3b1-ec5a-4f32-a8bf-7503da919f55,
PETROBRAS BRASILEIRO,PETR3,Petroleo Brasileiro SA Petrobras,,,,,,,,,,,,f,cf39e57d-1055-45a0-9163-24b75dce96da,
PETROCHINA CORPORATION,601857,中国石油天然气股份有限公司,,,,,,,,,,,,f,c1ad6673-5647-4075-8b38-00d243849897,
PETROFAC,PFC,Petrofac Ltd,,,,,,,,,,,,f,1c769d42-0e7b-4e3c-a6d7-8e63457bf520,
PETRON,PCOR,Petron Corp,,,,,,,,,,,,f,baaa4e60-27b9-44d2-b398-736da01488ea,
PETRON MALAYSIA REFINING,3042,Petron Malaysia Refining & Marketing Bhd,,,,,,,,,,,,f,bd52a999-4981-4af5-8fbe-e81872202567,
PETRONAS CHEMICALS GR,5183,Petronas Chemicals Group Bhd,,,,,,,,,,,,f,03164b8b-a3c9-4788-9281-ae89628702d1,
PETRONAS DAGANGAN,5681,Petronas Dagangan Bhd,,,,,,,,,,,,f,da59f614-f33b-4685-8485-c5d538031ce2,
PETRONET LNG,532522,Petronet LNG Ltd,,,,,,,,,,,,f,84cc6ceb-840c-4d89-bb66-e5f983d83516,
PETRONOR E&P,PNOR,PetroNor E&P ASA,,,,,,,,,,,,f,b15df4fb-fb40-41dc-9c81-c26c02585910,
PETRORECONCAVO,RECV3,Petroreconcavo SA,,,,,,,,,,,,f,c6487062-caf0-4d6b-88da-90b1e6bb1397,
PETROTAL,TAL,PetroTal Corp,,,,,,,,,,,,f,41e0d6bf-d4dc-488c-8db6-9a75e99d3bc3,
PETROVIETNAM DRILLING,PVD,Tổng CTCP Khoan và Dịch vụ Khoan Dầu khí,,,,,,,,,,,,f,c4004615-80aa-443b-9985-b0d0d8d8f957,
PETROVIETNAM GAS,GAS,Tổng Công ty Khí Việt Nam,,,,,,,,,,,,f,83cf7da8-bff6-496c-91d7-36d3c88a78a2,
PETROVIETNAM POWER,POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,,,,,,,,,,,,f,933ca74c-2cf2-4b26-bad0-2a8a18522ca5,
PETROVIETNAM TECHNICAL,PVS,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,,,,,,,,,,,,f,f0567515-47ff-4039-95b7-1e05026276fa,
PETRUS RESOURCES,PRQ,Petrus Resources Ltd,,,,,,,,,,,,f,cd51ae31-c08a-4fb9-9524-c2648e2b9b97,
PEYTO EXPLORATION & DEV,PEY,Peyto Exploration & Development Corp,,,,,,,,,,,,f,2200b924-7edf-4612-9fe6-dfb13233ebc0,
PGS,PGS,PGS ASA,,,,,,,,,,,,f,cdfeaa63-9cff-47d5-8922-814e0e2eb739,
PHAROS ENERGY,PHAR,Pharos Energy PLC,,,,,,,,,,,,f,9f922473-36d9-4728-9bbd-c9ab556c5060,
PHILLIPS 66,PSX,Phillips 66,,,,,,,,,,,,f,46740d94-68b1-4499-a378-ab0e9d25f7c1,
PHOENIX PETROLEUM,PNX,Phoenix Petroleum Philippines Inc,,,,,,,,,,,,f,812be0c7-54ba-4185-90c6-7a92d7cd919a,
PHX ENERGY SERVICES,PHX,PHX Energy Services Corp,,,,,,,,,,,,f,5175a623-fd56-4c57-b1f4-034ebd5d0ffd,
PHX MINERALS,PHX,PHX Minerals Inc,,,,,,,,,,,,f,fd4e5f3a-e8e8-4a13-b58d-39ffe288a6f4,
PIERIDAE ENERGY,PEA,Pieridae Energy Ltd,,,,,,,,,,,,f,f5e190c7-5398-497f-9224-058d55efb7ad,
PINE CLIFF ENERGY,PNE,Pine Cliff Energy Ltd,,,,,,,,,,,,f,856125ce-beef-4169-9f91-9bc24f4ffade,
PIONEER NATURAL RESOURCES,PXD,Pioneer Natural Resources Co,,,,,,,,,,,,f,1b22638e-140b-44ce-a2b8-c996d6e590a6,
PLAINS ALL AMERICAN,PAA,Plains All American Pipeline LP,,,,,,,,,,,,f,b9690729-22cb-449d-94d9-084d0e3f1efe,
PLAINS GP HOLDINGS,PAGP,Plains GP Holdings LP,,,,,,,,,,,,f,093eb495-bd83-4eb0-a489-ac3e517378b7,
POLSKA GRUPA ENERGETYCZNA,PGE,PGE POLSKA GRUPA ENERGETYCZNA SPÓŁKA AKCYJNA,,,,,,,,,,,,f,f6e63a19-85f9-4c36-a994-a8a746391f8d,
POSCO INTERNATIONAL,47050,(주)포스코인터내셔널,,,,,,,,,,,,f,eb33f174-12cc-4d85-bf23-43336fb02bc9,
POWER ASSETS HOLDINGS,6,電能實業有限公司,,,,,,,,,,,,f,42a47bd2-4430-4196-b6ca-5ae67dd1bed9,
POWER SOLN TECH,PSTC,บริษัท เพาเวอร์ โซลูชั่น เทคโนโลยี จำกัด (มหาชน),,,,,,,,,,,,f,84a1f460-8d30-4eed-b54f-d9644bb25f08,
PRAIRIE PROVIDENT,PPR,Prairie Provident Resources Inc,,,,,,,,,,,,f,2ebe6b97-4384-4505-84f3-fd7394edb223,
PRAIRIESKY ROYALTY,PSK,PrairieSky Royalty Ltd,,,,,,,,,,,,f,ce7f2100-e322-4d88-b13c-dd15275ae986,
PRECISION DRILLING,PD,Precision Drilling Corp,,,,,,,,,,,,f,b03c1e1f-ada8-45ec-851b-76aceeeec5f6,
PRIMA MARINE,PRM,บริษัท พริมา มารีน จำกัด (มหาชน),,,,,,,,,,,,f,38b2b03f-68b4-4ed7-88f8-fdabf9d7cba9,
PRIMEENERGY RESOURCES,PNRG,PrimeEnergy Resources Corp,,,,,,,,,,,,f,dc9ab18e-4054-408b-a26e-9005646b7fd0,
PRIO,PRIO3,PRIO SA,,,,,,,,,,,,f,d4443d3e-2575-4b4b-af86-7c53259d77e1,
PROFIRE ENERGY,PFIE,Profire Energy Inc,,,,,,,,,,,,f,71baf441-bc41-49db-948b-14560a631f52,
PROFRAC HOLDING,ACDC,ProFrac Holding Corp,,,,,,,,,,,,f,0e2e3ccd-3881-4cbd-80b8-28cc4a62329e,
PROPETRO HOLDING,PUMP,ProPetro Holding Corp,,,,,,,,,,,,f,1c1d8780-a86f-416e-920a-32afe51cc668,
PRYCE,PPC,Pryce Corp,,,,,,,,,,,,f,9aedd032-88d4-404b-b30a-45bb1618feb1,
PT ESSA INDUSTRIES,ESSA,PT Essa Industries Indonesia Tbk,,,,,,,,,,,,f,a373c602-4163-4f40-9e5a-535ed5cd43f0,
PTT,PTT,บริษัท ปตท. จำกัด (มหาชน),,,,,,,,,,,,f,bded4d5f-04d9-4a44-86f9-f6aca9f3c798,
PTT E&P,PTTEP,บริษัท ปตท. สำรวจและผลิตปิโตรเลียม จำกัด (มหาชน),,,,,,,,,,,,f,5aa5ebd8-3d2f-4ad2-966f-255dd7c7e12e,
